# STN,YYYYMMDD,   TX
  20180401,   77
  20180402,  121
  20180403,  170
  20180404,  147
  20180405,   99
  20180406,  147
  20180407,  216
  20180408,  234
  20180409,  175
  20180410,  200
  20180411,  175
  20180412,  146
  20180413,  144
  20180414,  161
  20180415,  172
  20180416,  161
  20180417,  203
  20180418,  235
